"Código NCM";"Descrição NCM";"Unidade estatística"
"60039000";"Outros tecidos de outras matérias têxteis, largura <= 30 cm";"QUILOGRAMA LIQUIDO"
"60041010";"Tecidos de malha de algodão, largura > 30 cm, elastômero >= 5%";"QUILOGRAMA LIQUIDO"
"60041011";"Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de algodão, crus ou branqueados";"QUILOGRAMA LIQUIDO"
"60041012";"Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de algodão, tintos";"QUILOGRAMA LIQUIDO"
"60041013";"Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de algodão, de fios de diversas cores";"QUILOGRAMA LIQUIDO"
"60041014";"Tecidos de malha de largura superior a 30 cm, que contenham, em peso, 5 % ou mais de fios de elastômeros, mas que não contenham fios de borracha, exceto os da posição 60.01, de algodão, estampados";"QUILOGRAMA LIQUIDO"
"60041020";"Tecidos de malha de fibras sintéticas/artificiais, largura > 30 cm,  elastômero >= 5%";"QUILOGRAMA LIQUIDO"
"52052390";"Outros fios de algodão simples, de fibras penteadas, de título inferior a 232,56 decitex mas não inferior a 192,31 decitex (número métrico superior a 43 mas não superior a 52)";"QUILOGRAMA LIQUIDO"
"55091210";"Fio de retorcidos ou retorcidos múltiploes, que contenham pelo menos 85 %, em peso, de aramidas";"QUILOGRAMA LIQUIDO"
"55091290";"Fio de fibras de náilon/outras poliamidas >= 85%, retorcido, etc";"QUILOGRAMA LIQUIDO"
"55092100";"Fio de fibras de poliésteres >= 85%, simples";"QUILOGRAMA LIQUIDO"
"56075019";"Cordéis, cordas e cabos, de fibras de outras poliamidas";"QUILOGRAMA LIQUIDO"
"56075090";"Cordéis, cordas e cabos, de outras fibras sintéticas";"QUILOGRAMA LIQUIDO"
"56079010";"Cordéis, cordas e cabos, de algodão";"QUILOGRAMA LIQUIDO"
"56079020";"Cordéis, corda, cabo, de juta, inferior ao número métrico 0,75 por fio simples";"QUILOGRAMA LIQUIDO"
"56079090";"Cordéis, cordas e cabos, de outras matérias têxteis";"QUILOGRAMA LIQUIDO"
"56081100";"Redes confeccionadas para a pesca, de matérias têxteis sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"56081900";"Outras redes confeccionadas de matérias têxteis sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"56089000";"Redes de malhas com nós, etc, de outras matérias têxteis";"QUILOGRAMA LIQUIDO"
"56090010";"Artigos de fios, lâminas ou formas semelhantes das posições 54.04 ou 54.05, cordéis, cordas ou cabos, não especificados nem compreendidos noutras posições, de algodão";"QUILOGRAMA LIQUIDO"
"56090090";"Artigos de fios, lâminas ou formas semelhantes das posições 54.04 ou 54.05, cordéis, cordas ou cabos, não especificados nem compreendidos noutras posições, de outras matérias";"QUILOGRAMA LIQUIDO"
"57011011";"Tapete de lã, de pontos nodados ou enrolados, feitos a mão";"METRO QUADRADO"
"57011012";"Tapete de lã, de pontos nodados ou enrolados, feitos a máquina";"METRO QUADRADO"
"57011020";"Tapete de pelos finos, de pontos nodados ou enrolados, mesmo confeccionados";"METRO QUADRADO"
"57019000";"Tapete de pontos nodados ou enrolados, mesmo confeccionados, de outras matérias têxteis";"METRO QUADRADO"
"57021000";"Tapetes denominados Kelim ou Kilim, Schumacks ou Soumak, Karamanie e tapetes semelhantes tecidos a mão";"METRO QUADRADO"
"57022000";"Revestimentos para pisos (pavimentos), de cairo (fibras de coco)";"METRO QUADRADO"
"61031090";"Ternos de malha de outras matérias têxteis, uso masculino";"NUMERO (UNIDADE)"
"61031100";"Ternos (fatos) de malha de lã ou pelos finos";"NUMERO (UNIDADE)"
"61031200";"Ternos (fatos) de malha de fibras sintéticas";"NUMERO (UNIDADE)"
"61031900";"Ternos (fatos) de malha de outras matérias têxteis";"NUMERO (UNIDADE)"
"61032100";"Conjuntos de malha de lã ou pelos finos, uso masculino";"NUMERO (UNIDADE)"
"61032200";"Conjuntos de malha, de uso masculino, de algodão";"NUMERO (UNIDADE)"
"61032300";"Conjuntos de malha, de uso masculino, de fibras sintéticas";"NUMERO (UNIDADE)"
"61032900";"Conjuntos de malha de outras matérias têxteis, uso masculino";"NUMERO (UNIDADE)"
"61032910";"Conjuntos de malha, de uso masculino, de lã ou de pelos finos";"NUMERO (UNIDADE)"
"61032990";"Conjuntos de malha, de uso masculino, de outras matérias têxteis";"NUMERO (UNIDADE)"
"61033100";"Paletós, de malha, de uso masculino, de lã ou de pelos finos";"NUMERO (UNIDADE)"
"61033200";"Paletós, de malha, de uso masculino, de algodão";"NUMERO (UNIDADE)"
"84799090";"Outras partes de máquinas e aparelhos mecânicos com função própria";"QUILOGRAMA LIQUIDO"
"84801000";"Caixas de fundição";"NUMERO (UNIDADE)"
"84802000";"Placas de fundo para moldes";"NUMERO (UNIDADE)"
"84803000";"Modelos para moldes";"NUMERO (UNIDADE)"
"84804100";"Moldes para metais ou carbonetos metálicos, para moldagem por injeção ou por compressão";"NUMERO (UNIDADE)"
"84804910";"Coquilhas para metais/carbonetos metálicos";"NUMERO (UNIDADE)"
"84804990";"Outros moldes para metais/carbonetos metálicos";"NUMERO (UNIDADE)"
"52029900";"Outros desperdícios de algodão";"QUILOGRAMA LIQUIDO"
"52030000";"Algodão cardado ou penteado";"QUILOGRAMA LIQUIDO"
"53051900";"Cairo (fibras de coco) trabalhado, não fiado, estopas, desperdícios";"QUILOGRAMA LIQUIDO"
"53052100";"Abacá (cânhamo de Manilha) em bruto";"QUILOGRAMA LIQUIDO"
"53052900";"Abacá (cânhamo de Manilha) trabalhado, não fiado, estopas e desperdícios";"QUILOGRAMA LIQUIDO"
"53059011";"Rami em bruto";"QUILOGRAMA LIQUIDO"
"53059012";"Rami penteado";"QUILOGRAMA LIQUIDO"
"53059019";"Outras fibras de rami";"QUILOGRAMA LIQUIDO"
"53059091";"Outras fibras vegetais, em bruto";"QUILOGRAMA LIQUIDO"
"53059099";"Outras fibras vegetais";"QUILOGRAMA LIQUIDO"
"53059110";"Rami em bruto";"QUILOGRAMA LIQUIDO"
"53059190";"Outras fibras têxteis vegetais, em bruto";"QUILOGRAMA LIQUIDO"
"53059911";"Rami penteado";"QUILOGRAMA LIQUIDO"
"53059919";"Rami trabalhado de outra forma, estopas e desperdícios";"QUILOGRAMA LIQUIDO"
"53059990";"Outras fibras têxteis vegetais trabalhadas, estopas, desperdícios";"QUILOGRAMA LIQUIDO"
"53061000";"Fios de linho, simples";"QUILOGRAMA LIQUIDO"
"53062000";"Fios de linho, retorcidos ou retorcidos múltiplos";"QUILOGRAMA LIQUIDO"
"53071010";"Fios de juta, simples";"QUILOGRAMA LIQUIDO"
"53071090";"Fios de outras fibras têxteis liberianas, simples";"QUILOGRAMA LIQUIDO"
"53072010";"Fios de juta, retorcidos ou retorcidos múltiplos";"QUILOGRAMA LIQUIDO"
"53072090";"Fios de outras fibras têxteis liberianas, retorcidos ou retorcidos múltiplos";"QUILOGRAMA LIQUIDO"
"53081000";"Fios de cairo (fios de fibras de coco)";"QUILOGRAMA LIQUIDO"
"53082000";"Fios de cânhamo";"QUILOGRAMA LIQUIDO"
"53083000";"Fios de papel";"QUILOGRAMA LIQUIDO"
"53089000";"Fios de outras fibras têxteis vegetais";"QUILOGRAMA LIQUIDO"
"55134911";"Tecido estampado < 85% fibras descontínuas de poliéster, em ponto sarjado, incluindo o diagonal, cuja relação de textura não seja superior a 4";"QUILOGRAMA LIQUIDO"
"55134919";"Outros tecidos < 85% de fibras descontínuas de poliéster combinada com algodão";"QUILOGRAMA LIQUIDO"
"55134990";"Outros tecidos < 85% de fibras descontínuas sintéticas combinadas com algodão";"QUILOGRAMA LIQUIDO"
"55141100";"Tecido de fibras descontínuas de poliéster, que contenham menos de 85 %, em peso, destas fibras, combinados, principal ou unicamente, com algodão, de peso superior a 170 g/m2, em ponto de tafetá";"QUILOGRAMA LIQUIDO"
"55101212";"Fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos, obtidos a partir de fibras de celulose, de modal";"QUILOGRAMA LIQUIDO"
"55101213";"Fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos, obtidos a partir de fibras de celulose, de liocel";"QUILOGRAMA LIQUIDO"
"55101219";"Fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos, obtidos a partir de fibras de celulose, de outros materiais";"QUILOGRAMA LIQUIDO"
"55101290";"Outros fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos";"QUILOGRAMA LIQUIDO"
"57032000";"Tapete/revestimento para pavimento, de náilon ou de outras poliamidas, tufado";"METRO QUADRADO"
"57033000";"Tapete/revestimento para pavimento, de outras matérias têxteis sintéticas ou de matérias têxteis artificiais, tufado";"METRO QUADRADO"
"57039000";"Tapete/revestimento para pavimento, de outras matérias têxteis";"METRO QUADRADO"
"57041000";"Ladrilhos de feltro, para revestimento de pavimento, de superfície não superior a 0,3 m2";"METRO QUADRADO"
"57049000";"Outros tapetes/revestimentos para pavimento, de feltro";"METRO QUADRADO"
"57050000";"Outros tapetes e revestimentos para pisos (pavimentos), de matérias têxteis, mesmo confeccionados";"METRO QUADRADO"
"58011000";"Veludos e pelúcias tecidos, de lã ou pelos finos";"QUILOGRAMA LIQUIDO"
"58012100";"Veludos e pelúcias obtidos por trama, não cortados, de algodão";"QUILOGRAMA LIQUIDO"
"58012200";"Veludos e pelúcias obtidos por trama, cortados, canelados (côtelés), de algodão";"QUILOGRAMA LIQUIDO"
"58012300";"Outros veludos e pelúcias obtidos por trama, de algodão";"QUILOGRAMA LIQUIDO"
"58012400";"Veludo/pelúcia, tecido, da urdidura de algodão, não cortado";"QUILOGRAMA LIQUIDO"
"58012500";"Veludo/pelúcia, tecido, da urdidura de algodão, cortado";"QUILOGRAMA LIQUIDO"
"58012600";"Tecido de froco (chenille), de algodão";"QUILOGRAMA LIQUIDO"
"58012700";"Veludos e pelúcias obtidos por urdidura, de algodão";"QUILOGRAMA LIQUIDO"
"58013100";"Veludos e pelúcias obtidos por trama, não cortados, de fibras sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"58013200";"Veludos e pelúcias obtidos por trama, cortados, canelados (côtelés), de fibras sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"58013300";"Outros veludos e pelúcias obtidos por trama, de fibras sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"49029000";"Outros jornais e publicações periódicas, impressos, mesmo ilustrados ou que contenham publicidade";"QUILOGRAMA LIQUIDO"
"49030000";"Álbuns ou livros de ilustrações e álbuns para desenhar ou colorir, para crianças";"QUILOGRAMA LIQUIDO"
"49040000";"Música manuscrita ou impressa, ilustrada ou não, mesmo encadernada";"QUILOGRAMA LIQUIDO"
"49051000";"Globos (obra cartográfica, impressa)";"QUILOGRAMA LIQUIDO"
"49059100";"Obras cartográficas, sob a forma de livros ou brochuras";"QUILOGRAMA LIQUIDO"
"49059900";"Outras obras cartográficas, impressas";"QUILOGRAMA LIQUIDO"
"49060000";"Planos, plantas e desenhos, de arquitetura, de engenharia e outros planos e desenhos industriais, comerciais, topográficos ou semelhantes, originais, feitos a mão; textos manuscritos; reproduções fotográficas em papel sensibilizado, etc";"QUILOGRAMA LIQUIDO"
"49070010";"Papéis-moeda";"QUILOGRAMA LIQUIDO"
"49070020";"Cheques de viagem";"QUILOGRAMA LIQUIDO"
"49070030";"Títulos de ações ou de obrigações e títulos semelhantes, convalidados e firmados";"QUILOGRAMA LIQUIDO"
"49070090";"Selos postais, fiscais, etc, não obliterados, com curso legal";"QUILOGRAMA LIQUIDO"
"49081000";"Decalcomanias vitrificáveis";"QUILOGRAMA LIQUIDO"
"49089000";"Outras decalcomanias de qualquer espécie";"QUILOGRAMA LIQUIDO"
"49090000";"Cartões-postais impressos ou ilustrados; cartões impressos com votos ou mensagens pessoais, mesmo ilustrados, com ou sem envelopes, guarnições ou aplicações";"QUILOGRAMA LIQUIDO"
"49100000";"Calendários de qualquer espécie, impressos, incluindo os blocos-calendários para desfolhar";"QUILOGRAMA LIQUIDO"
"55159910";"Outros tecidos de fibras sintéticas descontínuas, combinados, principal ou unicamente, com lã ou pelos finos";"QUILOGRAMA LIQUIDO"
"55159990";"Outros tecidos de fibras sintéticas descontínuas";"QUILOGRAMA LIQUIDO"
"55161100";"Tecidos que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, crus ou branqueados";"QUILOGRAMA LIQUIDO"
"55161200";"Tecidos que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, tintos";"QUILOGRAMA LIQUIDO"
"55101200";"Fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos";"QUILOGRAMA LIQUIDO"
"55101211";"Fios que contenham pelo menos 85 %, em peso, de fibras artificiais descontínuas, retorcidos ou retorcidos múltiplos, obtidos a partir de fibras de celulose, de raiom viscose, exceto modal";"QUILOGRAMA LIQUIDO"
"70132200";"Copos de cristal de chumbo, exceto de vitrocerâmica, com pé";"QUILOGRAMA LIQUIDO"
"70132800";"Outros copos de cristal de chumbo, exceto de vitrocerâmica, com pé";"QUILOGRAMA LIQUIDO"
"70132900";"Outros recipientes para beber, de vidro";"QUILOGRAMA LIQUIDO"
"70133100";"Objetos de cristal de chumbo, para serviços de mesa/cozinha";"QUILOGRAMA LIQUIDO"
"70133210";"Cafeteiras/chaleiras, de vidro, dilatação linear <= 0.000005 kelvin";"QUILOGRAMA LIQUIDO"
"52051400";"Fios de algodão simples, de fibras não penteadas, de título inferior a 192,31 decitex mas não inferior a 125 decitex (número métrico superior a 52 mas não superior a 80), não acondicionados para venda a retalho";"QUILOGRAMA LIQUIDO"
"52051500";"Fios de algodão simples, de fibras não penteadas, de título inferior a 125 decitex (número métrico superior a 80), não acondicionados para venda a retalho";"QUILOGRAMA LIQUIDO"
"52052100";"Fios de algodão simples, de fibras penteadas, de título igual ou superior a 714,29 decitex (número métrico não superior a 14)";"QUILOGRAMA LIQUIDO"
"52052200";"Fios de algodão simples, de fibras penteadas, de título inferior a 714,29 decitex mas não inferior a 232,56 decitex (número métrico superior a 14 mas não superior a 43)";"QUILOGRAMA LIQUIDO"
"52052310";"Fios de algodão simples, de fibras penteadas, de título inferior a 232,56 decitex mas não inferior a 192,31 decitex (número métrico superior a 43 mas não superior a 52), crus";"QUILOGRAMA LIQUIDO"
"54021910";"Fios de alta tenacidade, de náilon";"QUILOGRAMA LIQUIDO"
"54021990";"Fio de alta tenacidade, de outras poliamidas";"QUILOGRAMA LIQUIDO"
"54022000";"Fio de alta tenacidade, de poliésteres";"QUILOGRAMA LIQUIDO"
"54023111";"Fios texturizados, de náilon, tintos, de título igual ou inferior a 50 tex por fio simples";"QUILOGRAMA LIQUIDO"
"54023119";"Outros fios texturizados, de náilon, de título igual ou inferior a 50 tex por fio simples";"QUILOGRAMA LIQUIDO"
"54023190";"Fio texturizado, de outras poliamidas, tinto, de título igual ou inferior a 50 tex por fio simples";"QUILOGRAMA LIQUIDO"
"54023211";"Multifilamento com efeito antiestático permanente, de título superior a 110 tex";"QUILOGRAMA LIQUIDO"
"54023219";"Outros fios texturizados, de náilon, de título superior a 50 tex por fio simples";"QUILOGRAMA LIQUIDO"
"54023290";"Fios texturizados de outras poliamidas, de título superior a 50 tex por fio simples";"QUILOGRAMA LIQUIDO"
"54023300";"Fio texturizado de poliésteres";"QUILOGRAMA LIQUIDO"
"54023310";"Fios texturizados de poliésteres, crus";"QUILOGRAMA LIQUIDO"
"54023320";"Fios texturizados de poliésteres, tintos";"QUILOGRAMA LIQUIDO"
"54023390";"Outros fios texturizados de poliésteres";"QUILOGRAMA LIQUIDO"
"54023400";"Multifilamento de polipropileno, título > 110 tex";"QUILOGRAMA LIQUIDO"
"54023900";"Outros fios texturizados";"QUILOGRAMA LIQUIDO"
"54023910";"Multifilamento de polipropileno, título > 110 tex";"QUILOGRAMA LIQUIDO"
"54023990";"Fio texturizado de outros filamentos sintéticos";"QUILOGRAMA LIQUIDO"
"54024110";"Fio de náilon, simples, torção <= 50 voltas/metro";"QUILOGRAMA LIQUIDO"
"54024120";"Fio de aramida, simples, torção <= 50 voltas/metro";"QUILOGRAMA LIQUIDO"
"55151300";"Tecido de fibras descontínuas de poliéster, combinadas, principal ou unicamente, com lã ou pelos finos";"QUILOGRAMA LIQUIDO"
"55151900";"Outros tecidos de fibras descontínuas de poliéster";"QUILOGRAMA LIQUIDO"
"55152100";"Tecido de fibras descontínuas acrílicas ou modacrílicas, combinadas, principal ou unicamente, com filamentos sintéticos ou artificiais";"QUILOGRAMA LIQUIDO"
"55152200";"Tecido de fibras descontínuas acrílicas ou modacrílicas, combinadas, principal ou unicamente, com lã ou pelos finos";"QUILOGRAMA LIQUIDO"
"55152900";"Outros tecidos de fibras descontínuas acrílicas ou modacrílicas";"QUILOGRAMA LIQUIDO"
"55159100";"Outros tecidos de fibras sintéticas descontínuas, combinados, principal ou unicamente, com filamentos sintéticos ou artificiais";"QUILOGRAMA LIQUIDO"
"55159200";"Tecido de outras fibras sintéticas com lã ou pelos finos";"QUILOGRAMA LIQUIDO"
"55159900";"Outros tecidos de fibras sintéticas";"QUILOGRAMA LIQUIDO"
"58013700";"Veludos e pelúcias obtidos por urdidura, de fibras sintéticas ou artificiais";"QUILOGRAMA LIQUIDO"
"58019000";"Veludos e pelúcias, tecido, de outras matérias têxteis";"QUILOGRAMA LIQUIDO"
"58021100";"Tecido atoalhado, de algodão, cru";"QUILOGRAMA LIQUIDO"
"58021900";"Outros tecidos atoalhados, de algodão";"QUILOGRAMA LIQUIDO"
"84213910";"Filtros eletrostáticos para gases";"NUMERO (UNIDADE)"
"84213920";"Depuradores por conversão catalítica de gases de escape de veículos";"NUMERO (UNIDADE)"
"84431190";"Outras máquinas e aparelhos de impressão, por ofsete, alimentados por bobinas";"NUMERO (UNIDADE)"
"84431200";"Máquinas e aparelhos de impressão, por ofsete, dos tipos utilizados em escritórios, alimentados por folhas em que um lado não seja superior a 22 cm e que o outro não seja superior a 36 cm, quando não dobradas";"NUMERO (UNIDADE)"
