"Código NCM";"Descrição NCM";"Unidade estatística"
"90262010";"Manômetros";"NUMERO (UNIDADE)"
"90262090";"Outros instrumentos e aparelhos para medida/controle da pressão";"NUMERO (UNIDADE)"
"90268000";"Outros instrumentos e aparelhos para medida/controle de líquido, etc.";"NUMERO (UNIDADE)"
"90269010";"Partes e acessórios para instrumentos e aparelhos de medida/controle nível";"QUILOGRAMA LIQUIDO"
"90269020";"Partes e acessórios para manômetros";"QUILOGRAMA LIQUIDO"
"90269090";"Partes e acessórios para outros instrumentos e aparelhos de medida/controle";"QUILOGRAMA LIQUIDO"
"90271000";"Analisadores de gases ou de fumaça";"NUMERO (UNIDADE)"
"90272011";"Cromatógrafos de fase gasosa";"NUMERO (UNIDADE)"
"90272012";"Cromatógrafos de fase líquida";"NUMERO (UNIDADE)"
"90272019";"Outros cromatógrafos";"NUMERO (UNIDADE)"
"90160010";"Balanças sensíveis a pesos não superiores a 0,2 mg";"NUMERO (UNIDADE)"
"90160090";"Balanças sensíveis a 0.2 mg < pesos <= 50 mg, com/sem pesos";"NUMERO (UNIDADE)"
"90171010";"Mesas e máquinas de desenhar, automáticas";"NUMERO (UNIDADE)"
"90171090";"Outras mesas e máquinas de desenhar";"NUMERO (UNIDADE)"
"90172000";"Outros instrumentos de desenho, de traçado ou de cálculo";"NUMERO (UNIDADE)"
"90173010";"Micrômetros (instrumento de medida manual de distância)";"NUMERO (UNIDADE)"
"90173020";"Paquímetros (instrumento de medida manual de distância)";"NUMERO (UNIDADE)"
"29189930";"Acifluorfen sódico";"QUILOGRAMA LIQUIDO"
"29189940";"Naproxeno";"QUILOGRAMA LIQUIDO"
"29189950";"Ácido 3-(2-cloro-alfa, alfa, alfa-trifluor-p-toliloxi)benzóico";"QUILOGRAMA LIQUIDO"
"29189960";"Diclofop-metila";"QUILOGRAMA LIQUIDO"
"29189991";"Fenofibrato";"QUILOGRAMA LIQUIDO"
"28112910";"Dióxido de enxofre";"QUILOGRAMA LIQUIDO"
"28112990";"Outros compostos oxigenados inorgânicos de elemento não metal";"QUILOGRAMA LIQUIDO"
"28121011";"Tricloreto de fósforo";"QUILOGRAMA LIQUIDO"
"28121012";"Pentacloreto de fósforo";"QUILOGRAMA LIQUIDO"
"28121013";"Monocloreto de enxofre";"QUILOGRAMA LIQUIDO"
"28121014";"Dicloreto de enxofre";"QUILOGRAMA LIQUIDO"
"28121015";"Tricloreto de arsênio";"QUILOGRAMA LIQUIDO"
"28121019";"Outros derivados do cloreto";"QUILOGRAMA LIQUIDO"
"40013000";"Balata, guta-percha, guaiúle, chicle e gomas naturais análogas";"QUILOGRAMA LIQUIDO"
"40021110";"Látex de borracha de estireno-butadieno (SBR)";"QUILOGRAMA LIQUIDO"
"40021120";"Látex de borracha de estireno-butadieno-carboxilada (XSBR)";"QUILOGRAMA LIQUIDO"
"40021911";"Borracha de estireno-butadieno (SBR), em chapas, folhas, tiras";"QUILOGRAMA LIQUIDO"
"40021912";"Borracha de estireno-butadieno (SBR), grau alimentício de acordo com o estabelecido pelo Food Chemical Codex, em formas primárias";"QUILOGRAMA LIQUIDO"
"40021919";"Outras borrachas de estireno-butadieno (SBR)";"QUILOGRAMA LIQUIDO"
"29183010";"Cetoprofeno";"QUILOGRAMA LIQUIDO"
"29183020";"Butirilacetato de metila";"QUILOGRAMA LIQUIDO"
"29183031";"Ácido deidrocólico";"QUILOGRAMA LIQUIDO"
"29183032";"Deidrocolato de sódio";"QUILOGRAMA LIQUIDO"
"29183033";"Deidrocolato de magnésio";"QUILOGRAMA LIQUIDO"
"29183039";"Outros sais do ácido deidrocólico";"QUILOGRAMA LIQUIDO"
"29183040";"Acetilacetato de 2-nitrometilbenzilideno";"QUILOGRAMA LIQUIDO"
"27040090";"Semicoques de hulha, linhita ou turfa, carvão de retorta";"QUILOGRAMA LIQUIDO"
"27050000";"Gás de hulha, gás de água, gás pobre (gás de ar) e gases semelhantes, exceto gases de petróleo e outros hidrocarbonetos gasosos";"QUILOGRAMA LIQUIDO"
"27060000";"Alcatrões de hulha, de linhita ou de turfa e outros alcatrões minerais, mesmo desidratados ou parcialmente destilados, incluindo os alcatrões reconstituídos";"QUILOGRAMA LIQUIDO"
"27071000";"Benzol (benzeno) (produtos da destilação dos alcatrões de hulha)";"QUILOGRAMA LIQUIDO"
"27072000";"Toluol (tolueno) (produtos da destilação dos alcatrões de hulha)";"QUILOGRAMA LIQUIDO"
"27073000";"Xilol (xilenos) (produtos da destilação dos alcatrões de hulha)";"QUILOGRAMA LIQUIDO"
"27074000";"Naftaleno (produtos da destilação dos alcatrões de hulha)";"QUILOGRAMA LIQUIDO"
"27075000";"Outras misturas de hidrocarbonetos aromáticos que destilem, incluindo as perdas, uma fração igual ou superior a 65 %, em volume, a 250 °C, segundo o método ASTM D 86";"QUILOGRAMA LIQUIDO"
"27076010";"Cresóis (fenólico)";"QUILOGRAMA LIQUIDO"
"27076090";"Outros derivados fenólicos";"QUILOGRAMA LIQUIDO"
"27079100";"Óleos de creosoto";"QUILOGRAMA LIQUIDO"
"29189992";"Ácidos metilclorofenoxiacéticos, seus sais e seus ésteres";"QUILOGRAMA LIQUIDO"
"29189993";"5-(2-Cloro-4-trifluorometilfenoxi)-2-nitrobenzoato de 1'-(carboetoxi)etila (lactofen)";"QUILOGRAMA LIQUIDO"
"29189994";"Ácido 4-(4-hidroxifenoxi)-3,5-diiodofenilacético";"QUILOGRAMA LIQUIDO"
"29041030";"Ácidos toluenossulfônicos; ácidos xilenossulfônicos; sais destes ácidos";"QUILOGRAMA LIQUIDO"
"29041040";"Ácido etanossulfônico; ácido etilenossulfônico";"QUILOGRAMA LIQUIDO"
"29041051";"Naftalenossulfonatos de sódio";"QUILOGRAMA LIQUIDO"
"29041052";"Ácido beta-naftalenossulfônico";"QUILOGRAMA LIQUIDO"
"29041053";"Ácidos alquil- e dialquilnaftalenossulfônicos; sais destes ácidos";"QUILOGRAMA LIQUIDO"
"29041059";"Outros ácidos naftalenossulfônicos, sais, ésteres etílicos";"QUILOGRAMA LIQUIDO"
"29041060";"Ácido benzenossulfônico e seus sais";"QUILOGRAMA LIQUIDO"
"29041090";"Outros derivados sulfonados dos hidrocarbonetos, sais, etc.";"QUILOGRAMA LIQUIDO"
"29042010";"Mononitrotoluenos (MNT)";"QUILOGRAMA LIQUIDO"
"29042020";"Nitropropanos";"QUILOGRAMA LIQUIDO"
"29042030";"Dinitrotoluenos";"QUILOGRAMA LIQUIDO"
"29042041";"2,4,6-Trinitrotolueno (TNT)";"QUILOGRAMA LIQUIDO"
"29042049";"Outros trinitrotoluenos";"QUILOGRAMA LIQUIDO"
"29042051";"Nitrobenzeno";"QUILOGRAMA LIQUIDO"
"29042052";"1,3,5-Trinitrobenzeno";"QUILOGRAMA LIQUIDO"
"29042059";"Outros derivados nitrados do benzeno";"QUILOGRAMA LIQUIDO"
"29042060";"Derivados nitrados do xileno";"QUILOGRAMA LIQUIDO"
"29042070";"Mononitroetano; nitrometanos";"QUILOGRAMA LIQUIDO"
"29042090";"Outros derivados nitrados ou nitrosados dos hidrocarbonetos";"QUILOGRAMA LIQUIDO"
"29049011";"1-Cloro-4-nitrobenzeno";"QUILOGRAMA LIQUIDO"
"29049012";"1-Cloro-2,4-dinitrobenzeno";"QUILOGRAMA LIQUIDO"
"29163990";"Outros ácidos monocarboxílicos aromáticos, etc.";"QUILOGRAMA LIQUIDO"
"29171110";"Ácido oxálico e seus sais";"QUILOGRAMA LIQUIDO"
"29171120";"Ésteres do ácido oxálico";"QUILOGRAMA LIQUIDO"
"29171210";"Acido adípico";"QUILOGRAMA LIQUIDO"
"29171220";"Sais e ésteres do ácido adípico";"QUILOGRAMA LIQUIDO"
"29173600";"Ácido tereftálico e seus sais";"QUILOGRAMA LIQUIDO"
"29173700";"Tereftalato de dimetila";"QUILOGRAMA LIQUIDO"
"29173911";"Ésteres do ácido m-ftálico";"QUILOGRAMA LIQUIDO"
"29173919";"Ácido m-ftálico e seus sais";"QUILOGRAMA LIQUIDO"
"26140010";"Ilmenita (minérios de titânio)";"QUILOGRAMA LIQUIDO"
"26140090";"Outros minérios de titânio e seus concentrados";"QUILOGRAMA LIQUIDO"
"26151010";"Badeleita (minério de zircônio)";"QUILOGRAMA LIQUIDO"
"26151020";"Zirconita (minério de zircônio)";"QUILOGRAMA LIQUIDO"
"26151090";"Outros minérios de zircônio e seus concentrados";"QUILOGRAMA LIQUIDO"
"26159000";"Minérios de nióbio, tântalo ou vanádio, seus concentrados";"QUILOGRAMA LIQUIDO"
"26161000";"Minérios de prata e seus concentrados";"QUILOGRAMA LIQUIDO"
"26169000";"Minérios de outros metais preciosos e seus concentrados";"QUILOGRAMA LIQUIDO"
"26171000";"Minérios de antimônio e seus concentrados";"QUILOGRAMA LIQUIDO"
"26179000";"Outros minérios e seus concentrados";"QUILOGRAMA LIQUIDO"
"26180000";"Escória de altos-fornos granulada (areia de escória) proveniente da fabricação de ferro fundido, ferro ou aço";"QUILOGRAMA LIQUIDO"
"26190000";"Escórias (exceto escória de altos-fornos granulada) e outros desperdícios da fabricação de ferro fundido, ferro ou aço";"QUILOGRAMA LIQUIDO"
"26201100";"Mates de galvanização (contendo zinco)";"QUILOGRAMA LIQUIDO"
"26201900";"Outras cinzas e resíduos contendo zinco";"QUILOGRAMA LIQUIDO"
"26202000";"Cinzas e resíduos contendo chumbo";"QUILOGRAMA LIQUIDO"
"26202100";"Lamas de gasolina contendo chumbo, etc.";"QUILOGRAMA LIQUIDO"
"87087090";"Outras rodas, suas partes e acessórios, para veículos automóveis";"NUMERO (UNIDADE)"
"87088000";"Amortecedores de suspensão para tratores e veículos automóveis";"NUMERO (UNIDADE)"
"87089100";"Radiadores para tratores e veículos automóveis";"NUMERO (UNIDADE)"
"87089200";"Silenciosos e tubos de escape para tratores/veículos automóveis";"NUMERO (UNIDADE)"
"87089300";"Embreagens e suas partes para tratores/veículos automóveis";"NUMERO (UNIDADE)"
"87089411";"Volante de direção para ""dumpers"" e tratores, exceto rodoviário";"NUMERO (UNIDADE)"
"87089412";"Barra de direção para ""dumpers"" e tratores, exceto rodoviários";"NUMERO (UNIDADE)"
"87089413";"Caixa de direção para ""dumpers"" e tratores, exceto rodoviários";"NUMERO (UNIDADE)"
"87089481";"Volantes de direção para veículos automóveis";"NUMERO (UNIDADE)"
"87089482";"Barras de direção para veículos automóveis";"NUMERO (UNIDADE)"
"87089483";"Caixas de direção para veículos automóveis";"NUMERO (UNIDADE)"
"85231110";"Fitas magnéticas não gravadas, largura <= 4mm, em cassetes";"NUMERO (UNIDADE)"
"85231190";"Outras fitas magnéticas não gravadas, largura <= 4 mm";"NUMERO (UNIDADE)"
"85231200";"Fitas magnéticas não gravadas, 4 mm < largura <= 6.5 mm";"NUMERO (UNIDADE)"
"85281210";"Receptor-decodificador, integrado, sinais digitais. vídeo codificado, cores";"NUMERO (UNIDADE)"
"85281211";"Receptor-decodif.integr.s/saida radiofreq.c/saida áudio";"NUMERO (UNIDADE)"
"85281219";"Outros receptor-decodifintegr.sinais dig.video cod.cores";"NUMERO (UNIDADE)"
"85444200";"Outros condutores elétricos tensão <= 100 v, com peças de conexão";"QUILOGRAMA LIQUIDO"
"85444900";"Outros condutores elétricos para tensão <= 80 v";"QUILOGRAMA LIQUIDO"
"85445100";"Outros condutores elétricos munidos de peças de conexão, 80 v < tensão <= 1000 v";"QUILOGRAMA LIQUIDO"
"85445900";"Outros condutores elétricos 80 v < tensão <= 1000 v";"QUILOGRAMA LIQUIDO"
"89039200";"Barcos a motor, exceto com motor fora-de-borda";"NUMERO (UNIDADE)"
"89039900";"Outros barcos/embarcações de recreio/esporte, inclusive canoas";"NUMERO (UNIDADE)"
"89040000";"Rebocadores e barcos concebidos para empurrar outras embarcações";"NUMERO (UNIDADE)"
"89051000";"Dragas";"NUMERO (UNIDADE)"
"89052000";"Plataformas de perfuração ou de exploração, flutuantes ou submersíveis";"NUMERO (UNIDADE)"
"89059000";"Barcos-faróis/guindastes/docas/diques flutuantes, etc.";"NUMERO (UNIDADE)"
"89060000";"Outras embarcações";"NUMERO (UNIDADE)"
"89061000";"Navios de guerra";"NUMERO (UNIDADE)"
"89069000";"Outras embarcações, inclusive barco salva-vidas, exceto os barcos a remos";"NUMERO (UNIDADE)"
"89071000";"Balsas infláveis";"NUMERO (UNIDADE)"
"89079000";"Outras estruturas flutuantes (por exemplo, reservatórios, caixões, bóias de amarração, bóias de sinalização e semelhantes)";"NUMERO (UNIDADE)"
"89080000";"Embarcações e outras estruturas flutuantes, a serem desmanteladas";"NUMERO (UNIDADE)"
"90011011";"Fibras ópticas, com diâmetro de núcleo inferior a 11 micrômetros (mícrons)";"QUILOGRAMA LIQUIDO"
"90011019";"Outras fibras ópticas";"QUILOGRAMA LIQUIDO"
"85255024";"Aparelho de televisão, em banda VHF, com potência de saída superior ou igual a 20 kW";"NUMERO (UNIDADE)"
"85255029";"Outros aparelhos transmissores de televisão";"NUMERO (UNIDADE)"
"85256010";"Aparelhos transmissores (emissores) que incorporem um aparelho receptor, de radiodifusão";"NUMERO (UNIDADE)"
"85256020";"Aparelhos transmissores (emissores) que incorporem um aparelho receptor, de televisão, de frequência superior a 7 GHz";"NUMERO (UNIDADE)"
"85256090";"Outros aparelhos transmissores com receptor de TV";"NUMERO (UNIDADE)"
"85258011";"Câmeras de televisão, com três ou mais captadores de imagem";"NUMERO (UNIDADE)"
"85258012";"Câmeras de televisão, com sensor de imagem a semicondutor tipo CCD, de mais de 490 x 580 elementos de imagem (pixels) ativos, sensíveis a intensidades de iluminação inferiores a 0,20 lux";"NUMERO (UNIDADE)"
"85421000";"Cartões munidos de um circuito integrado eletrônico";"NUMERO (UNIDADE)"
"85421200";"Cartões incorporando 1 circuito integrado eletrônico";"NUMERO (UNIDADE)"
"85421310";"Semicondutores de óxido metálico, tecnologia mos, não montados";"NUMERO (UNIDADE)"
"85421321";"Memórias ROM, PROM, etc, tecnologia mos, montadas, para montagem em superfície";"NUMERO (UNIDADE)"
"85421322";"Microprocessadores, tecnologia mos, montados, para montagem em superfície";"NUMERO (UNIDADE)"
"85421323";"Microcontroladores, tecnologia mos, montados, para montagem em superfície";"NUMERO (UNIDADE)"
"85421324";"Co-processadores, tecnologia mos, montados, para montagem em superfície";"NUMERO (UNIDADE)"
"85421325";"Semicondutores ""chip-set"", tecnologia mos, montados, para montagem em superfície";"NUMERO (UNIDADE)"
"85421328";"Outras memórias, tecnologia mos, montadas, para montagem em superfície";"NUMERO (UNIDADE)"
"85231310";"Fitas magnéticas não gravadas, 6,5 mm < largura <= 50,8 mm, em rolos/carretéis";"NUMERO (UNIDADE)"
"85231320";"Fitas magnéticas de largura > 6.5 mm, em cassetes, para gravação de vídeo";"NUMERO (UNIDADE)"
"85231390";"Outras fitas magnéticas não gravadas, largura > 6.5 mm";"NUMERO (UNIDADE)"
"85232010";"Discos magnéticos não gravados, para unidades de discos rígidos";"NUMERO (UNIDADE)"
"85232090";"Outros discos magnéticos não gravados";"NUMERO (UNIDADE)"
"85232110";"Cartôes magnéticos não gravados";"NUMERO (UNIDADE)"
"85232120";"Cartões magnéticos gravados";"NUMERO (UNIDADE)"
"85232911";"Discos magnéticos não gravados, dos tipos utilizados em unidades de discos rígidos";"NUMERO (UNIDADE)"
"85232919";"Outros discos magnéticos não gravados";"NUMERO (UNIDADE)"
"85232921";"Fitas magnéticas, não gravadas, de largura não superior a 4 mm, em cassetes";"NUMERO (UNIDADE)"
"85232922";"Fitas magnéticas, não gravadas, de largura superior a 4 mm mas inferior ou igual a 6,5 mm";"NUMERO (UNIDADE)"
"85353029";"Outros seccionadores/interruptores, para tensão > 1 Kv e corrente > 1600 A";"NUMERO (UNIDADE)"
"85354010";"Pára-raios para proteção de linhas de transmissão de eletricidade, para uma tensão superior a 1.000 V";"NUMERO (UNIDADE)"
"85354090";"Limitadores de tensão e supressores de picos de tensão (supressores de sobretensões), para uma tensão superior a 1.000 V";"NUMERO (UNIDADE)"
"85359000";"Outros aparelhos para interrupção, etc, de circuitos elétricos, para uma tensão superior a 1.000 V";"NUMERO (UNIDADE)"
"85361000";"Fusíveis e corta-circuitos de fusíveis, para uma tensão não superior a 1.000 V";"NUMERO (UNIDADE)"
"85362000";"Disjuntores, para uma tensão não superior a 1.000 V";"NUMERO (UNIDADE)"
"85363000";"Outros aparelhos para proteção de circuitos elétricos, para uma tensão não superior a 1.000 V";"NUMERO (UNIDADE)"
"48202000";"Cadernos";"QUILOGRAMA LIQUIDO"
"40082900";"Varetas e perfis, de borracha vulcanizada não endurecida, de borracha não alveolar";"QUILOGRAMA LIQUIDO"
"40070011";"Fios de borracha vulcanizada, recobertos com silicone";"QUILOGRAMA LIQUIDO"
"40070019";"Outros fios de borracha vulcanizada";"QUILOGRAMA LIQUIDO"
"40070020";"Cordas de borracha vulcanizada";"QUILOGRAMA LIQUIDO"
"40081100";"Chapas, folhas e tiras, de borracha vulcanizada não endurecida, de borracha alveolar";"QUILOGRAMA LIQUIDO"
"40081900";"Varetas e perfis, de borracha vulcanizada não endurecida, de borracha alveolar";"QUILOGRAMA LIQUIDO"
"40082100";"Chapas, folhas e tiras, de borracha vulcanizada não endurecida, de borracha não alveolar";"QUILOGRAMA LIQUIDO"
"41141000";"Couros e peles acamurçados (incluindo a camurça combinada)";"METRO QUADRADO"
"41142010";"Couros/peles envernizados ou revestidos";"METRO QUADRADO"
"41142020";"Couros/peles metalizados";"METRO QUADRADO"
"41151000";"Couro reconstituído, à base de couro, etc.";"QUILOGRAMA LIQUIDO"
"41152000";"Aparas e outros desperdícios de couros, etc.";"QUILOGRAMA LIQUIDO"
"25162000";"Arenito, cortado em blocos, placas, quadrado, retangular";"METRO CUBICO"
"25162100";"Arenito em bruto ou desbastado";"METRO CUBICO"
"25162200";"Arenito cortado em blocos ou placas";"METRO CUBICO"
"25169000";"Outras pedras de cantaria ou de construção";"QUILOGRAMA LIQUIDO"
"28242000";"Mínio (zarcão) e mínio-laranja (mine-orange)";"QUILOGRAMA LIQUIDO"
"28249000";"Outros óxidos de chumbo";"QUILOGRAMA LIQUIDO"
"48185000";"Vestuário e seus acessórios, de papel";"QUILOGRAMA LIQUIDO"
"48189000";"Outros artigos de papel, para uso sanitário/doméstico/hospitalar";"QUILOGRAMA LIQUIDO"
"48189010";"Almofadas absorventes dos tipos utilizados em embalagens de produtos alimentícios";"QUILOGRAMA LIQUIDO"
"48189090";"Outros artigos de papel, para uso sanitário/doméstico/hospitalar";"QUILOGRAMA LIQUIDO"
"48191000";"Caixas de papel ou cartão, ondulados";"QUILOGRAMA LIQUIDO"
"48192000";"Caixas e cartonagens, dobráveis, de papel ou cartão, não ondulados";"QUILOGRAMA LIQUIDO"
"48193000";"Sacos cuja base tenha largura igual ou superior a 40 cm, de papel ou cartão";"QUILOGRAMA LIQUIDO"
"48194000";"Outros sacos; bolsas e cartuchos, de papel ou cartão";"QUILOGRAMA LIQUIDO"
"48195000";"Outras embalagens, incluindo as capas para discos, de papel ou cartão";"QUILOGRAMA LIQUIDO"
"48196000";"Cartonagens para escritórios, lojas e estabelecimentos semelhantes";"QUILOGRAMA LIQUIDO"
"48201000";"Livros de registro e de contabilidade, blocos de notas, de encomendas, de recibos, de apontamentos, de papel para cartas, agendas e artigos semelhantes";"QUILOGRAMA LIQUIDO"
"42021210";"Baús para viagem, malas e maletas, incluindo as de toucador e as maletas e pastas de documentos e para estudantes e artefatos semelhantes, com a superfície exterior de plásticos ou de matérias têxteis";"NUMERO (UNIDADE)"
"42021220";"Malas, maletas e pastas, de matérias têxteis";"NUMERO (UNIDADE)"
"42021900";"Malas, maletas e pastas, de outras matérias";"NUMERO (UNIDADE)"
"42022100";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de couro natural ou reconstituído";"NUMERO (UNIDADE)"
"42022210";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de folhas de plásticos";"NUMERO (UNIDADE)"
"42022220";"Bolsas, mesmo com tiracolo, incluindo as que não possuam alças, com a superfície exterior de matérias têxteis";"NUMERO (UNIDADE)"
"42022900";"Bolsas de outras matérias";"NUMERO (UNIDADE)"
"42023100";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de couro natural ou reconstituído";"NUMERO (UNIDADE)"
"42023200";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de folhas de plásticos ou de matérias têxteis";"QUILOGRAMA LIQUIDO"
"42023900";"Artigos do tipo dos normalmente levados nos bolsos ou em bolsas, com a superfície exterior de outras matérias";"QUILOGRAMA LIQUIDO"
"47073000";"Papéis ou cartões, obtidos principalmente a partir de pasta mecânica (por exemplo, jornais, periódicos e impressos semelhantes), praa reciclar";"QUILOGRAMA LIQUIDO"
"47079000";"Outros papéis ou cartões, incluindo os desperdícios e aparas não selecionados, para reciclar";"QUILOGRAMA LIQUIDO"
"48010010";"Papel de jornal, em rolos ou em folhas, de peso inferior ou igual a 57 g/m2, em que 65 % ou mais, em peso, do conteúdo total de fibras seja constituído por fibras de madeiras obtidas por processo mecânico";"QUILOGRAMA LIQUIDO"
"48010090";"Outros papéis de jornal, em rolos ou em folhas";"QUILOGRAMA LIQUIDO"
"48021000";"Papel e cartão feitos a mão (folha a folha)";"QUILOGRAMA LIQUIDO"
"48022000";"Papel/cartão para fabricação de papel/cartão fotossensível, etc, rolos, folhas";"QUILOGRAMA LIQUIDO"
"25292200";"Espatoflúor, que contenha, em peso, mais de 97 % de fluoreto de cálcio";"QUILOGRAMA LIQUIDO"
"25293000";"Leucita; nefelina e nefelina-sienito";"QUILOGRAMA LIQUIDO"
"48025799";"Outros papéis e cartões, sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras não seja superior a 10 %, em peso, do conteúdo total de fibras, de peso igual ou superior a 40 g/m2, mas não superior a 150 g/m2";"QUILOGRAMA LIQUIDO"
"48025810";"Outros papéis e cartões,sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras < 10 %,em peso,do conteúdo total de fibras, p > 150 g/m2,em tiras ou rolos l < 15 cm ou em folhas em que nenhum lado > 360 mm...";"QUILOGRAMA LIQUIDO"
"48025891";"Papéis e cartões de desenho, sem fibras obtidas por processo mecânico ou químico-mecânico ou em que a percentagem destas fibras < 10 %, em peso, do conteúdo total de fibras, de peso > 150 g/m2";"QUILOGRAMA LIQUIDO"
"42032900";"Outras luvas, mitenes e semelhantes, de couro natural ou reconstituído";"PARES"
"42033000";"Cintos, cinturões e bandoleiras ou talabartes, de couro natural ou reconstituído";"QUILOGRAMA LIQUIDO"
"42034000";"Outros acessórios de vestuário, de couro natural ou reconstituído";"QUILOGRAMA LIQUIDO"
"42040010";"Correias transportadoras/de transmissão, de couro natural/reconstituído";"QUILOGRAMA LIQUIDO"
"42040090";"Outros artigos para usos técnicos, de couro natural/reconstituído";"QUILOGRAMA LIQUIDO"
"42050000";"Outras obras de couro natural ou reconstituído";"QUILOGRAMA LIQUIDO"
"42060000";"Obras de tripa, de baudruches, de bexiga ou de tendões";"QUILOGRAMA LIQUIDO"
"42061000";"Cordas de tripa";"QUILOGRAMA LIQUIDO"
"42069000";"Outras obras de tripa, ""baudruches"", bexiga ou de tendões";"QUILOGRAMA LIQUIDO"
"43011000";"Peles com pelo em bruto, de visons, inteiras, com ou sem cabeça, cauda ou patas";"NUMERO (UNIDADE)"
"43012000";"Peles com pelo em bruto, de coelho ou de lebre, inteira";"NUMERO (UNIDADE)"
"29173940";"Sais e ésteres do ácido trimelítico (1, 2, 4-benzenotricarb)";"QUILOGRAMA LIQUIDO"
"29173950";"Anidrido trimelítico (ácido 1, 3dioxo-5isobenzofuranocarb.)";"QUILOGRAMA LIQUIDO"
"29173990";"Outros ácidos policarboxílicos aromáticos, etc.";"QUILOGRAMA LIQUIDO"
"29181100";"Ácido láctico, seus sais e ésteres";"QUILOGRAMA LIQUIDO"
"29181200";"Ácido tartárico";"QUILOGRAMA LIQUIDO"
"29181310";"Sais do ácido tartárico";"QUILOGRAMA LIQUIDO"
"29181320";"Ésteres do ácido tartárico";"QUILOGRAMA LIQUIDO"
"29181400";"Ácido cítrico";"QUILOGRAMA LIQUIDO"
"29181500";"Sais e ésteres do ácido cítrico";"QUILOGRAMA LIQUIDO"
"87089990";"Outras partes e acessórios para tratores e veículos automóveis";"QUILOGRAMA LIQUIDO"
"87091100";"Veículos automóveis elétricos, sem dispositivo de elevação, utilizados em fábricas, etc.";"NUMERO (UNIDADE)"
"87091900";"Outros veículos automóveis, sem dispositivo de elevação, utilizados em fábricas, etc.";"NUMERO (UNIDADE)"
"87099000";"Partes de veículos automóveis sem dispositivo de elevação, utilizado em fábricas";"QUILOGRAMA LIQUIDO"
"87100000";"Veículos e carros blindados de combate, armados ou não, e suas partes";"NUMERO (UNIDADE)"
"87111000";"Motocicletas (incluindo os ciclomotores) e outros ciclos, com motor a pistão alternativo, com motor de pistão alternativo de cilindrada não superior a 50 cm3";"NUMERO (UNIDADE)"
"87112010";"Motocicletas com motor a pistão alternativo, de cilindrada inferior ou igual a 125 cm3";"NUMERO (UNIDADE)"
"87112020";"Motocicletas com motor a pistão alternativo, de cilindrada superior a 125 cm3";"NUMERO (UNIDADE)"
"90200010";"Máscaras contra gases";"QUILOGRAMA LIQUIDO"
"90200090";"Outros aparelhos respiratórios";"QUILOGRAMA LIQUIDO"
"90211010";"Artigos e aparelhos ortopédicos";"QUILOGRAMA LIQUIDO"
"90211020";"Artigos e aparelhos para fraturas";"QUILOGRAMA LIQUIDO"
"90211091";"Partes e acessórios de artigos/aparelhos de ortopedia/articulação";"QUILOGRAMA LIQUIDO"
"90211099";"Outras partes e acessórios de aparelhos de ortopedia/fraturas";"QUILOGRAMA LIQUIDO"
"85437032";"Geradores de caracteres, digitais";"NUMERO (UNIDADE)"
"85437033";"Sincronizadores de quadro armazenadores ou corretores de base de tempo";"NUMERO (UNIDADE)"
"85437034";"Controladores de edição para vídeo";"NUMERO (UNIDADE)"
"85437035";"Misturador digital, em tempo real, com oito ou mais entradas";"NUMERO (UNIDADE)"
"85437036";"Roteador-comutador (routing switcher) de mais de 20 entradas e mais de 16 saídas, de áudio ou de vídeo";"NUMERO (UNIDADE)"
"85437039";"Outras máquinas e aparelhos auxiliares para vídeo";"NUMERO (UNIDADE)"
"85437040";"Transcodificadores ou conversores de padrões de televisão";"NUMERO (UNIDADE)"
"85437050";"Simulador de antenas para transmissores com potência igual ou superior a 25 kW (carga fantasma)";"NUMERO (UNIDADE)"
"85437091";"Terminais de texto que operem com código de transmissão Baudot, providos de teclado alfanumérico e visor, para acoplamento exclusivamente acústico a telefone";"NUMERO (UNIDADE)"
"85437092";"Eletrificadores de cercas";"NUMERO (UNIDADE)"
"88019000";"Balões, dirigíveis e outros veículos aéreos não motorizados";"NUMERO (UNIDADE)"
"88021100";"Helicópteros, de peso não superior a 2.000 kg, vazios";"NUMERO (UNIDADE)"
"88021210";"Helicópteros, de peso inferior ou igual a 3.500 kg";"NUMERO (UNIDADE)"
"88021290";"Helicópteros, de peso maior que 3500 kg, vazios";"NUMERO (UNIDADE)"
"88022010";"Aviões e outros veículos aéreos, a hélice, de peso não superior a 2.000 kg, vazios";"NUMERO (UNIDADE)"
"88022021";"Aviões e outros veículos aéreos, a turboélice, de peso não superior a 2.000 kg, vazios, monomotores";"NUMERO (UNIDADE)"
"88022022";"Aviões e outros veículos aéreos, de peso não superior a 2.000 kg, vazios, a turboélice, multimotores";"NUMERO (UNIDADE)"
"88022090";"Outros aviões e veículos aéreos, de peso menor ou igual a 2000 kg, vazios";"NUMERO (UNIDADE)"
